rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url_region_hint,url_region_status,url,score,source
746,2024,Ford,F-150,xlt,2,53261,No change noted,Down $533 over 10 weeks,10,53794,53261,0,-533,54659,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736391681,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-climate-control-navigation/1736391681,,Kijiji
747,2024,Ford,F-150,xlt,2,53489,No change noted,"Down $2,101 over 10 weeks",10,55590,55590,-2101,-2101,88351,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1735698726,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1735698726,,Kijiji
748,2024,Ford,F-150,xlt,2,53490,No change noted,"Down $1,625 over 11 weeks",11,55115,53490,0,-1625,34876,Unknown,Gas,No accidents reported,N/A,Unknown,Unknown,"High River, AB","High River, AB",,disabled_unverified_location,1736762819,kitchener-waterloo,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2024-ford-f-150-xlt-accident-free-carplay-backup-cam/1736762819,,Kijiji
749,2024,Ford,F-150,xlt,2,53500,No change noted,Down $750 over 10 weeks,10,54250,53500,0,-750,32379,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737453575,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-remote-start-360-camera/1737453575,,Kijiji
750,2024,Ford,F-150,xlt,2,53667,No change noted,First seen this week,0,53667,53667,0,0,73963,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740703471,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1740703471,,Kijiji
751,2024,Ford,F-150,xlt,2,53750,No change noted,Unchanged for 3 weeks,3,53750,53750,0,0,42699,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739693121,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-3-5l-ecoboost-301a-3-55-e-locker/1739693121,,Kijiji
752,2024,Ford,F-150,fx4,3,53800,No change noted,First seen this week,0,53800,53800,0,0,30718,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740151858,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-ford-f-150-crew-cab-4x4-6-5ft-box-fx4-package/1740151858,,Kijiji
753,2024,Ford,F-150,fx4,3,53800,No change noted,Unchanged for 1 weeks,1,53800,53800,0,0,30718,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1740151862,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-ford-f-150-crew-cab-4x4-6-5ft-box-fx4-package/1740151862,,Kijiji
754,2024,Ford,F-150,xlt,2,53800,No change noted,Unchanged for 1 weeks,1,53800,53800,0,0,54325,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739504408,oakville-halton-region,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-ford-f-150-crew-cab-4x4-xlt-5-5ft-box/1739504408,,Kijiji
755,2024,Ford,F-150,xlt,2,53900,No change noted,"Down $2,000 over 10 weeks",10,55900,53900,0,-2000,64140,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1737191383,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt-302a-4x4-supercrew-145/1737191383,,Kijiji
756,2024,Ford,F-150,xlt,2,53989,No change noted,"Down $1,138 over 1 weeks",1,55127,55127,-1138,-1138,64177,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1740376053,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2024-ford-f-150-xlt-4wd-supercrew-5-5-box-for-sale/1740376053,,Kijiji
757,2024,Ford,F-150,xlt,2,53990,No change noted,"Down $3,000 over 9 weeks",9,56990,53990,0,-3000,38997,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1737292911,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2024-ford-f-150-xlt-4wd-supercrew-5-5-box-3-5l-v6-gas-heated/1737292911,,Kijiji
758,2024,Ford,F-150,xlt,2,53990,No change noted,"Down $4,000 over 7 weeks",7,57990,53990,0,-4000,50376,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1736437259,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2024-ford-f-150-xlt-4wd-supercrew-5-5-box-3-5l-v6-gas-console/1736437259,,Kijiji
759,2024,Ford,F-150,fx4,3,53990,No change noted,First seen this week,0,53990,53990,0,0,54000,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740647844,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-302a-3-5l-ecoboost-fx4-offroad/1740647844,,Kijiji
760,2024,Ford,F-150,fx4,3,53990,No change noted,"Down $3,000 over 7 weeks",7,56990,53990,0,-3000,60973,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738349545,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-tow-pkg-302a-short-box-fx4-off-road/1738349545,,Kijiji
761,2024,Ford,F-150,fx4,3,53990,No change noted,First seen this week,0,53990,53990,0,0,65000,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740696605,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-302a-fx4-offroad-3-5l-ecoboost/1740696605,,Kijiji
762,2024,Ford,F-150,fx4,3,53990,No change noted,"Down $3,005 over 8 weeks",8,56995,53990,0,-3005,71605,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738299048,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-fx4-off-road-short-box/1738299048,,Kijiji
763,2024,Ford,F-150,fx4,3,53990,No change noted,Unchanged for 3 weeks,3,53990,53990,0,0,86001,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739636688,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-302a-fx4-offroad-package/1739636688,,Kijiji
764,2024,Ford,F-150,xlt,2,53999,No change noted,Unchanged for 8 weeks,8,53999,53999,0,0,38846,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738712304,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1738712304,,Kijiji
765,2024,Ford,F-150,xlt,2,53999,No change noted,Unchanged for 4 weeks,4,53999,53999,0,0,51584,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739457860,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1739457860,,Kijiji
766,2024,Ford,F-150,xlt,2,53999,No change noted,First seen this week,0,53999,53999,0,0,60000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740872491,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1740872491,,Kijiji
767,2024,Ford,F-150,xlt,2,53999,No change noted,Unchanged for 4 weeks,4,53999,53999,0,0,64976,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739457858,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1739457858,,Kijiji
768,2024,Ford,F-150,xlt,2,53999,No change noted,Unchanged for 10 weeks,10,53999,53999,0,0,70945,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736664727,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-302a-black-edition-powerboost-7-2kw/1736664727,,Kijiji
769,2024,Ford,F-150,xlt,2,54294,No change noted,Unchanged for 2 weeks,2,54294,54294,0,0,60905,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740108532,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-climate-control-navigation/1740108532,,Kijiji
770,2024,Ford,F-150,xlt,2,54454,No change noted,"Down $2,819 over 8 weeks",8,57273,54454,0,-2819,43202,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1736871627,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-lease-return-303a-leather-b-o-sound/1736871627,,Kijiji
771,2024,Ford,F-150,xlt,2,54680,No change noted,Unchanged for 2 weeks,2,54680,54680,0,0,45781,3.5L,Gas,No accidents reported,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740151613,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt-301a-3-5l-ecoboost-lane-keep/1740151613,,Kijiji
772,2024,Ford,F-150,xlt,2,54739,No change noted,"Down $2,055 over 6 weeks",6,56794,55794,-1055,-2055,76794,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739215203,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-xlt-4wd-supercrew-5-5-box/1739215203,,Kijiji
773,2024,Ford,F-150,xlt,2,54916,No change noted,"Down $3,494 over 8 weeks",8,58410,55421,-505,-3494,40670,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738200974,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-lease-return-fx4-leather-moonroof/1738200974,,Kijiji
774,2024,Ford,F-150,xlt,2,54990,No change noted,"Down $2,000 over 5 weeks",5,56990,54990,0,-2000,26646,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1738399388,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2024-ford-f-150-xlt-4wd-supercrew-6-5-box-3-5l-v6-gas-tow-hau/1738399388,,Kijiji
775,2024,Ford,F-150,Unknown,1,54990,No change noted,Unchanged for 1 weeks,1,54990,54990,0,0,26954,Unknown,Gas,Unknown,N/A,Unknown,Private,"Moose Jaw, SK","Moose Jaw, SK",,disabled_unverified_location,1740484528,ottawa,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/ottawa/2024-ford-f-150-lightning-pro-crew-cab/1740484528,,Kijiji
776,2024,Ford,F-150,fx4,3,54990,No change noted,"Down $3,000 over 10 weeks",10,57990,54990,0,-3000,76502,Unknown,Gas,No accidents reported,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1737662940,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-302a-5-5-bed-fx4-pkg-bedliner-clean/1737662940,,Kijiji
777,2024,Ford,F-150,xlt,2,54995,No change noted,Unchanged for 3 weeks,3,54995,54995,0,0,47148,2.7L,Gas,No accidents reported,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738355718,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/xlt-4wd-supercrew-5-5-box-2-7l-black-pkg/1738355718,,Kijiji
778,2024,Ford,F-150,xlt,2,54995,No change noted,Unchanged for 4 weeks,4,54995,54995,0,0,53330,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739404403,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150/1739404403,,Kijiji
779,2024,Ford,F-150,xlt,2,54995,No change noted,"Down $2,000 over 7 weeks",7,56995,54995,0,-2000,53509,3.5L,Gas,No accidents reported,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738406989,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/xlt-302a-black-appearance-fx4-3-5l-5-5-box/1738406989,,Kijiji
780,2024,Ford,F-150,xlt,2,54999,No change noted,Unchanged for 8 weeks,8,54999,54999,0,0,36060,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1738355848,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1738355848,,Kijiji
781,2024,Ford,F-150,xlt,2,55498,No change noted,"Down $2,500 over 5 weeks",5,57998,55498,0,-2500,47456,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739261977,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-4wd-supercrew-5-5-box/1739261977,,Kijiji
782,2024,Ford,F-150,xlt,2,55888,No change noted,First seen this week,0,55888,55888,0,0,46770,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740401190,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt/1740401190,,Kijiji
783,2024,Ford,F-150,xlt,2,55900,No change noted,"Down $4,000 over 4 weeks",4,59900,55900,0,-4000,29810,2.7L,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739307342,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-303a-leather-black-appearnce-pkg-plus/1739307342,,Kijiji
784,2024,Ford,F-150,xlt,2,55948,No change noted,Unchanged for 4 weeks,4,55948,55948,0,0,52274,5.0L,Gas,Unknown,N/A,Unknown,Private,"Saskatoon, SK","Saskatoon, SK",,disabled_unverified_location,1739693440,saskatoon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/saskatoon/2024-ford-f-150-xlt-5-0l-v8-360-cam-hitch-keyless/1739693440,,Kijiji
785,2024,Ford,F-150,xlt,2,55990,No change noted,Unchanged for 6 weeks,6,55990,55990,0,0,51287,3.5L,Gas,Unknown,N/A,Unknown,Dealer,"Camrose, AB","Camrose, AB",,disabled_unverified_location,1736165231,st-albert,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/st-albert/2024-ford-f-150-xlt-4wd-supercrew-5-5-box-3-5l-v6-gas-tow-hau/1736165231,,Kijiji
786,2024,Ford,F-150,xlt,2,55990,No change noted,"Down $1,000 over 4 weeks",4,56990,55990,0,-1000,64001,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739405056,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-302a-tow-package/1739405056,,Kijiji
787,2024,Ford,F-150,xlt,2,55990,No change noted,"Down $2,000 over 7 weeks",7,57990,55990,0,-2000,74502,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738454629,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-skid-plates-blk-appearance-short-box/1738454629,,Kijiji
788,2024,Ford,F-150,xlt,2,55998,No change noted,Unchanged for 1 weeks,1,55998,55998,0,0,35538,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1738458630,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-4wd-supercrew-5-5-box/1738458630,,Kijiji
789,2024,Ford,F-150,xlt,2,55999,No change noted,"Down $1,699 over 7 weeks",7,57698,55999,0,-1699,47401,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737193196,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt/1737193196,,Kijiji
790,2024,Ford,F-150,xlt,2,56500,No change noted,Unchanged for 2 weeks,2,56500,56500,0,0,24658,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740106178,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt-301a-4x4-supercrew-145/1740106178,,Kijiji
791,2024,Ford,F-150,xlt,2,56895,No change noted,Unchanged for 2 weeks,2,56895,56895,0,0,37789,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1740152120,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt-4x4-supercrew-5-5-box/1740152120,,Kijiji
792,2024,Ford,F-150,xlt,2,56900,No change noted,Unchanged for 2 weeks,2,56900,56900,0,0,57936,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740058851,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt/1740058851,,Kijiji
793,2024,Ford,F-150,xlt,2,56990,No change noted,Unchanged for 2 weeks,2,56990,56990,0,0,38801,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739781613,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/xlt-black-appearance-package-302a/1739781613,,Kijiji
794,2024,Ford,F-150,xlt,2,56990,No change noted,Unchanged for 9 weeks,9,56990,56990,0,0,43760,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738247951,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150/1738247951,,Kijiji
795,2024,Ford,F-150,xlt,2,56993,No change noted,"Down $2,005 over 10 weeks",10,58998,57966,-973,-2005,33155,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736766817,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-xlt-4wd-supercrew-5-5-box-302a/1736766817,,Kijiji
796,2024,Ford,F-150,xlt,2,56993,No change noted,Down $902 over 5 weeks,5,57895,56993,0,-902,45073,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739310178,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-heated-cloth-seats-black-appearance-pkg/1739310178,,Kijiji
797,2024,Ford,F-150,xlt,2,56993,No change noted,Unchanged for 2 weeks,2,56993,56993,0,0,50782,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740059935,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt/1740059935,,Kijiji
798,2024,Ford,F-150,xlt,2,56999,No change noted,Unchanged for 4 weeks,4,56999,56999,0,0,51344,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1739457865,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-xlt/1739457865,,Kijiji
799,2024,Ford,F-150,xlt,2,57598,No change noted,Down $400 over 6 weeks,6,57998,57598,0,-400,23886,Unknown,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739167382,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt/1739167382,,Kijiji
800,2024,Ford,F-150,xlt,2,57616,No change noted,Unchanged for 1 weeks,1,57616,57616,0,0,22332,3.5L,Gas,Unknown,N/A,Unknown,Private,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739068311,brandon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/brandon/2024-ford-f-150-xlt-4wd-heated-seats-360-cam/1739068311,,Kijiji
801,2024,Ford,F-150,lariat,3,57889,No change noted,"Down $1,045 over 11 weeks",11,58934,58518,-629,-1045,90263,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Edmonton, AB","Edmonton, AB",,disabled_unverified_location,1734740205,edmonton,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-lariat/1734740205,,Kijiji
802,2024,Ford,F-150,xlt,2,57993,No change noted,Unchanged for 3 weeks,3,57993,57993,0,0,54978,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1739690443,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-heated-leather-seats-sunroof-black-appea/1739690443,,Kijiji
803,2024,Ford,F-150,xlt,2,57998,No change noted,First seen this week,0,57998,57998,0,0,30607,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740651608,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-new-arrival/1740651608,,Kijiji
804,2024,Ford,F-150,xlt,2,57998,No change noted,Unchanged for 3 weeks,3,57998,57998,0,0,38959,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1739781305,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt/1739781305,,Kijiji
805,2024,Ford,F-150,xlt,2,57999,No change noted,Unchanged for 9 weeks,9,57999,57999,0,0,60264,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1736121610,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-302-black-appearance-pkg-400-hp-3-5-twin-tur/1736121610,,Kijiji
806,2024,Ford,F-150,xlt,2,58000,No change noted,"Down $1,000 over 2 weeks",2,59000,59000,-1000,-1000,28000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Ponoka, AB","Ponoka, AB",,disabled_unverified_location,1732562300,fort-mcmurray,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/fort-mcmurray/2024-f150-xlt-6-5-box/1732562300,,Kijiji
807,2024,Ford,F-150,xlt,2,58788,No change noted,Unchanged for 1 weeks,1,58788,58788,0,0,38681,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1737722305,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-black-app-twin-roof-303a-5-09-certified/1737722305,,Kijiji
808,2024,Ford,F-150,xlt,2,58998,No change noted,First seen this week,0,58998,58998,0,0,36917,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740609079,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-new-arrival/1740609079,,Kijiji
809,2024,Ford,F-150,xlt,2,59954,No change noted,First seen this week,0,59954,59954,0,0,44503,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1740843784,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-4wd-302a-sport-w-black-app-tow-haul-package/1740843784,,Kijiji
810,2024,Ford,F-150,xlt,2,59993,No change noted,Unchanged for 7 weeks,7,59993,59993,0,0,33007,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1738657950,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-heated-leather-seats-sunroof-black-appea/1738657950,,Kijiji
811,2024,Ford,F-150,xlt,2,59995,No change noted,Unchanged for 2 weeks,2,59995,59995,0,0,12928,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740104878,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-xlt-dual-motor-pro-power-9-6kw-max-tow/1740104878,,Kijiji
812,2024,Ford,F-150,xlt,2,59999,No change noted,First seen this week,0,59999,59999,0,0,46991,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",,disabled_unverified_location,1723996661,winnipeg,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-ford-f-150-xlt-4wd-crew-303a-pkg-black-edition-3-5-ecoboost/1723996661,,Kijiji
813,2024,Ford,F-150,xlt,2,60000,No change noted,First seen this week,0,60000,60000,0,0,34000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Lethbridge, AB","Lethbridge, AB",,disabled_unverified_location,1740584276,vernon,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/vernon/2024-ford-f150-xlt/1740584276,,Kijiji
814,2024,Ford,F-150,lariat,3,60000,No change noted,First seen this week,0,60000,60000,0,0,93492,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Carstairs, AB","Carstairs, AB",,disabled_unverified_location,1739453975,grande-prairie,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2024-ford-f-150-lariat/1739453975,,Kijiji
815,2025,Ford,F-150,xlt,2,45990,No change noted,Unchanged for 1 weeks,1,45990,45990,0,0,118288,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",,disabled_unverified_location,1740289222,calgary,unverified_url_evidence,https://www.kijiji.ca/v-cars-trucks/calgary/2025-ford-f-150-xlt-4wd-supercrew-5-5-box/1740289222,,Kijiji
